product_name,price,weight,category
M&S West Country Luxury Yogurt Rhubarb & Custard,£1,150g,best-of-fresh-294566
M&S Collection Scottish Mild & Delicate Smoked Salmon,£5,100g,best-of-fresh-294566
M&S Chef's Style Carrots,£1.25,240g,best-of-fresh-294566
M&S Pink Lady Apple Slices,£1.10,90g,best-of-fresh-294566
M&S Italian Salami Selection,£4,100g,best-of-fresh-294566
M&S Outdoor Bred British Ham,£3,115g,best-of-fresh-294566
M&S 2 Lightly Dusted Cod Fillets,£4.75,260g,best-of-fresh-294566
M&S Select Farms British Chicken Munchies,£3.60,300g,best-of-fresh-294566
Cook With M&S Rosemary,85p,25g,best-of-fresh-294566
M&S Super Green Salad,£2.75,190g,best-of-fresh-294566
M&S Collection Giant Nocellara Olives,£4,150g,best-of-fresh-294566
M&S Flat Leaf Parsley,85p,25g,best-of-fresh-294566
M&S 6 Mini British Cured Pork Pies,£3.25,300g,best-of-fresh-294566
M&S West Country Luxury Yogurt Pear & Blackberry,£1,150g,best-of-fresh-294566
M&S Moroccan Style Fruity Couscous,£2.90,200g,best-of-fresh-294566
M&S Mini Cocktail Sausages,£3,300g,best-of-fresh-294566
"M&S Apple, Celery & Walnut Slaw",£2.90,200g,best-of-fresh-294566
M&S Organic Rocket,£2.40,80g,best-of-fresh-294566
M&S Spanish Pitted Mild Manzanilla Olives,£4,157g,best-of-fresh-294566
M&S British Wafer Thin Breaded Ham,£2.75,125g,best-of-fresh-294566
M&S Tenderstem Broccoli & Garlic Stir Fry,£2.75,220g,best-of-fresh-294566
Cook with M&S Sliced Butternut Squash,£1.40,400g,best-of-fresh-294566
M&S Dinky Popcorn Chicken Bites,£3.75,200g,best-of-fresh-294566
N/A,£1.75,230g,best-of-fresh-294566
M&S Bright & Crunchy Stir Fry,£2.75,220g,best-of-fresh-294566
M&S Gastropub 2 Chicken Kyivs Main for Two,£10,450g,best-of-fresh-294566
M&S British Wiltshire Cured Apple Wood Smoked Ham,£3.65,120g,best-of-fresh-294566
M&S Luxury Apple Crumble Yogurt with Oats,£1,150g,best-of-fresh-294566
M&S 2 Battered Cod Fillets,£4.50,300g,best-of-fresh-294566
M&S 20 Cocktail Sausage Rolls,£3.50,296g,best-of-fresh-294566
M&S British Wiltshire Cured Wafer Thin Honey Roast Ham,£3.65,115g,best-of-fresh-294566
M&S Stone Baked Garlic Breads,£3.70,386g,best-of-fresh-294566
M&S Cabbage Greens,£1.50,200g,best-of-fresh-294566
M&S Chilli & Coriander Noodles,£1.75,300g,best-of-fresh-294566
M&S Seasoned Potato Wedges Frozen,£2.70,1kg,best-of-fresh-294566
M&S Mozzarella & Tomato Stonebaked Pizza,£2.90,243g,best-of-fresh-294566
M&S 8 Fresh Herb Falafels,£3.50,160g,best-of-fresh-294566
M&S Udon Noodles,£1.75,275g,best-of-fresh-294566
M&S Fresh Fusilli,£2,500g,best-of-fresh-294566
M&S Collection 6 Pork & Caramelised Onion Sausages,£4.25,400g,best-of-fresh-294566
M&S Ramen Vegetable Stir Fry,£2.75,220g,best-of-fresh-294566
M&S Oakham Gold Diced Chicken Breast,£4.25,350g,best-of-fresh-294566
M&S Serrano Ham & Manchego Cheese Rolls,£3.90,10 per pack,best-of-fresh-294566
"M&S Olives with Garlic, Pimento & Jalapeno",£4,170g,best-of-fresh-294566
M&S Scottish Single Salmon Fillet,£3.50,120g,best-of-fresh-294566
M&S Cheese Coleslaw,£2.65,300g,best-of-fresh-294566
M&S Crustless Quiche Lorraine,£4,340g,best-of-fresh-294566
M&S Baby Corn & Mixed Vegetable Selection,£2.50,200g,best-of-fresh-294566
M&S Tuna & Sweetcorn Deli Filler,£2.40,220g,best-of-fresh-294566
M&S Pitted Spanish Manzanilla & Cuquillo Olives,£4,252g,best-of-fresh-294566
M&S Wholegrain & Edamame,£2.50,290g,best-of-fresh-294566
Cook With M&S Thai Basil,85p,25g,best-of-fresh-294566
M&S British Wafer Thin Pastrami Slices,£3.65,95g,best-of-fresh-294566
M&S Wafer Thin Chicken Breast,£4,300g,best-of-fresh-294566
M&S Baby Charlotte Potato Salad,£2.50,300g,best-of-fresh-294566
M&S British Wiltshire Cured Smoked Ham,£3.65,115g,best-of-fresh-294566
M&S Crispy Chicken Nuggets,£3.60,290g,best-of-fresh-294566
M&S Mushroom Stir Fry,£1.65,400g,best-of-fresh-294566
N/A,£2.75,200g,best-of-fresh-294566
M&S Cheese & Onion Quiche,£4,400g,best-of-fresh-294566
M&S Our Best Ever 2 British Beef Burgers,£5.25,340g,best-of-fresh-294566
M&S Honey Roast Smoked Salmon Flakes,£4.25,100g,best-of-fresh-294566
M&S Singapore Noodles,£1.75,300g,best-of-fresh-294566
M&S West Country Luxury Fudge Yogurt,£1,150g,best-of-fresh-294566
M&S Fresh Penne,£2,500g,best-of-fresh-294566
M&S Sour Cream & Chive Dip,£1.75,230g,best-of-fresh-294566
M&S Collection Venison Meatballs,£5,300g,best-of-fresh-294566
"M&S Broccoli, Cheese & Tomato Quiche",£4,400g,best-of-fresh-294566
M&S Sweet & Crunchy Salad Bowl,£2.50,200g,best-of-fresh-294566
M&S Flame Seared Italian Artichokes,£3.90,173g,best-of-fresh-294566
M&S 2 Battered Cod & Crushed Pea Fishcakes,£4.50,290g,best-of-fresh-294566
Cook With M&S Mint,85p,25g,best-of-fresh-294566
M&S Peanut Pad Thai Rice Noodles,£1.75,275g,best-of-fresh-294566
M&S Balsamic Beetroot,£2.75,250g,best-of-fresh-294566
M&S Pomegranate Rubies,£2.80,200g,best-of-fresh-294566
M&S Classic Margherita Woodfired & Stonebaked Pizza,£5.75,428g,best-of-fresh-294566
M&S Roasted Red Pepper Houmous,£1.75,200g,best-of-fresh-294566
M&S Three Bean Salad,£2.75,240g,best-of-fresh-294566
M&S British Smoked Bacon Rashers Made Without Nitrates,£4,200g,best-of-fresh-294566
M&S British Smoked Bacon Strips,£3.65,55g,best-of-fresh-294566
M&S Wiltshire Cured Breaded Ham 4 Slices,£3.65,120g,best-of-fresh-294566
M&S Mixed Pepper Stir Fry,£1.65,300g,best-of-fresh-294566
Cook With M&S Lemongrass,85p,2 per pack,best-of-fresh-294566
M&S Collection British 6 Italian Style Sausages,£4,400g,best-of-fresh-294566
M&S Braised Red Cabbage with Bramley Apple,£3.30,300g,best-of-fresh-294566
M&S Gastropub Prawn Cocktail Starter,£6.50,170g,best-of-fresh-294566
M&S Chicken Breast in Cheese & Ham Sauce,£5.25,400g,best-of-fresh-294566
M&S Hand Pressed Ox Tongue 4 Slices,£3.65,95g,best-of-fresh-294566
M&S Salad Potatoes,£1.45,1kg,best-of-fresh-294566
M&S Fruity Coleslaw,£2.50,300g,best-of-fresh-294566
M&S Grains & Greens Mix,£2.50,290g,best-of-fresh-294566
M&S Italian Salami Napoli,£3.50,90g,best-of-fresh-294566
M&S Plum & Hoisin Stir Fry Sauce,£1.15,150g,best-of-fresh-294566
M&S Blackberries,£3.20,150g,best-of-fresh-294566
M&S British 12 Unsmoked Streaky Bacon Rashers,£4,200g,best-of-fresh-294566
M&S West Country Luxury Yogurt Gooseberry & Elderflower,£1,150g,best-of-fresh-294566
M&S Mango & Lime Chicken Fillets,£4,165g,best-of-fresh-294566
M&S Roast Chicken Legs,£3.20,300g,best-of-fresh-294566
"M&S Cook Menu Chilli, Lime & Coriander Seabass Fillets",£6.25,215g,best-of-fresh-294566
M&S Duck Stir Fry Strips,£4.75,200g,best-of-fresh-294566
M&S Rice Noodles,£1.75,275g,best-of-fresh-294566
M&S Cook Menu 2 Lemon & Garlic Chicken Breasts,£6.75,382g,best-of-fresh-294566
M&S British Pea Shoot Stir Fry,£1.65,300g,best-of-fresh-294566
M&S King Prawns with a Cocktail Sauce,£2.90,110g,best-of-fresh-294566
M&S Scottish Salmon & Broccoli Quiche,£4,400g,best-of-fresh-294566
M&S Coronation Chicken Slices,£3.75,120g,best-of-fresh-294566
M&S Breaded Cod Bites,£5.25,300g,best-of-fresh-294566
M&S British Hot & Spicy Chicken Tenders,£4.75,300g,best-of-fresh-294566
M&S Marinated Italian Pesto Mozzarella,£3.90,170g,best-of-fresh-294566
M&S British Turkey Breast Strips,£4.70,300g,best-of-fresh-294566
M&S Mexican Rice & Avocado,£2.75,200g,best-of-fresh-294566
M&S Collection 6 Pork & Apple Bramley Sausages,£4,400g,best-of-fresh-294566
M&S Gastropub 2 Classic Vanilla Cheesecakes Dessert,£5,176g,best-of-fresh-294566
M&S Chilli & Coriander King Prawns,£4.75,140g,best-of-fresh-294566
Cook With M&S Tarragon,85p,25g,best-of-fresh-294566
M&S King Pineapple,£2,,best-of-fresh-294566
M&S British Pork Stir Fry Strips,£4.75,300g,best-of-fresh-294566
M&S 2 Breaded Cod Fillets,£4.50,300g,best-of-fresh-294566
M&S Gastropub Tarte Au Citron Dessert,£5,2 per pack,best-of-fresh-294566
M&S Spanish Hojiblanca Black Olives,£3.50,160g,best-of-fresh-294566
M&S Tangy Tomato Salsa,£1.75,200g,best-of-fresh-294566
M&S Mighty Cajun Chicken Tenders,£4.75,300g,best-of-fresh-294566
M&S British Rhubarb,£3.50,400g,best-of-fresh-294566
M&S Outdoor Bred Thick Cut Roast Ham,£3.65,120g,best-of-fresh-294566
M&S Tabbouleh Salad,£2.75,170g,best-of-fresh-294566
M&S Fresh Spaghetti,£2,500g,best-of-fresh-294566
M&S Cook Menu 2 Chicken Breasts Stuffed with Spinach & Ricotta,£6.75,403g,best-of-fresh-294566
"M&S Pineapple, Melon & Grapes",£2,130g,best-of-fresh-294566
N/A,£2.50,200g,best-of-fresh-294566
M&S Cook Menu 2 Hunters Chicken Breasts,£6.75,471g,best-of-fresh-294566
M&S British Venison Mince,£5,300g,best-of-fresh-294566
M&S British 6 Unsmoked Bacon Rashers,£4,200g,best-of-fresh-294566
M&S Collection Hog Roast Sausage Rolls,£3.80,4 per pack,best-of-fresh-294566
Cook With M&S Sage,85p,25g,best-of-fresh-294566
M&S 10 Dinky British Melton Mowbray Pork Pies,£3.75,250g,best-of-fresh-294566
M&S Garlic & Parsley King Prawns,£4.75,140g,best-of-fresh-294566
M&S Okra,£1.40,140g,best-of-fresh-294566
M&S Atlantic Peeled Prawns,£5.75,175g,best-of-fresh-294566
M&S Pineapple Chunks,£3.65,350g,best-of-fresh-294566
M&S British Wiltshire Cured Breaded Ham,£3.65,115g,best-of-fresh-294566
M&S Mango & Berries,£2.25,115g,best-of-fresh-294566
M&S Gastropub Chocolate Cookie Dough Dessert for Two by Tom Kerridge,£5.25,200g,best-of-fresh-294566
M&S 8 Marmite Dinky Cheese Pinwheels,£3.75,88g,best-of-fresh-294566
M&S Dinky Cumberland Snack Eggs,£3.75,200g,best-of-fresh-294566
M&S Cook Menu Basil Pesto Chicken Breasts,£6.75,395g,best-of-fresh-294566
M&S British Outdoor Bred Dry Cured Smoked Streaky Bacon Thin & Crispy,£3.75,180g,best-of-fresh-294566
M&S 2 Cod Katsu Fishcakes,£4.50,290g,best-of-fresh-294566
M&S British Medium Cured Pork Pie,£3,290g,best-of-fresh-294566
M&S British Wiltshire Cured Honey Roast Ham,£3.65,130g,best-of-fresh-294566
M&S Chicken Stir Fry Strips,£4.50,250g,best-of-fresh-294566
"M&S Mango, Pineapple & Melon Fingers",£3.65,300g,best-of-fresh-294566
M&S Gastropub Chocolate Melt in the Middle Puddings Dessert,£5,2 per pack,best-of-fresh-294566
M&S Pulled Wiltshire Ham Hock,£3.65,100g,best-of-fresh-294566
Cook With M&S Large Curly Parsley,£1.50,50g,best-of-fresh-294566
M&S Tikka Chicken Fillets,£4,165g,best-of-fresh-294566
M&S British 12 Smoked Streaky Bacon Rashers,£4,200g,best-of-fresh-294566
M&S Cherry Bakewell Tarts,£3,4 per pack,best-of-fresh-294566
M&S Thai Green Curry Style Sauce,£1.15,150g,best-of-fresh-294566
M&S Cook Menu Chicken with Bacon & Creamy Mustard Sauce,£6.75,456g,best-of-fresh-294566
M&S Tangy Taramasalata,£1.75,230g,best-of-fresh-294566
M&S Organic Free Range Whole Chicken,£16.83,Typically: 1.8kg,best-of-fresh-294566
M&S British Crispy Unsmoked Bacon Strips,£3.65,55g,best-of-fresh-294566
M&S Gastropub Sticky Toffee Pudding Dessert for Two,£5,230g,best-of-fresh-294566
M&S 6 Aberdeen Angus Beef & Pepper Sausages,£4,360g,best-of-fresh-294566
"M&S Avocado, Kale & Grains Salad",£2.75,180g,best-of-fresh-294566
M&S Select Farms 2 Venison Burgers,£4.50,240g,best-of-fresh-294566
M&S Our Best Ever Fishcake,£6,350g,best-of-fresh-294566
M&S Smooth Chicken Liver Pate,£3,170g,best-of-fresh-294566
M&S Reduced Fat Roasted Red Pepper Houmous,£1.75,200g,best-of-fresh-294566
M&S Raspberry Jam Sponge Puddings,£3.30,2 x 105g,best-of-fresh-294566
M&S British Roast Pork with Apple & Cider 10 Slices,£3.65,100g,best-of-fresh-294566
M&S Butternut Squash & Mixed Vegetable Selection,£2.50,200g,best-of-fresh-294566
Bertagni Gnocchi,£2,400g,best-of-fresh-294566
M&S Greek Salad Antipasti,£3.90,170g,best-of-fresh-294566
M&S Khalas Dates with Stones,£4.25,800g,best-of-fresh-294566
M&S 2 Wagyu British Beef Burgers,£5.75,340g,best-of-fresh-294566
M&S Count On Us Cheese & Basil Ravioli,£3.75,335g,best-of-fresh-294566
"M&S Low Fat Live Yogurts Strawberry, Black Cherry, Peach & Apricot",£2.40,4 x 125g,best-of-fresh-294566
M&S Berry Medley,£2.25,135g,best-of-fresh-294566
M&S Cook Menu Chicken with Mushroom & White Wine Sauce,£6.75,466g,best-of-fresh-294566
M&S British Honey Roasted Ham Chunks,£3.65,170g,best-of-fresh-294566
M&S Chinese Chicken Wings,£3.75,350g,best-of-fresh-294566
M&S Outdoor Bred Dry Cured Roast Ham,£3.65,115g,best-of-fresh-294566
M&S BBQ Chicken Wings,£3.75,350g,best-of-fresh-294566
M&S Sliced Roast Beef with Coriander & Garlic,£3.65,85g,best-of-fresh-294566
M&S Rice & Quinoa,£2.50,290g,best-of-fresh-294566
M&S Purple Crunch Stir Fry,£2.75,220g,best-of-fresh-294566
M&S Dinky Cheese & Onion Rolls,£3.75,170g,best-of-fresh-294566
M&S Collection British 6 Farmhouse Pork Sausages,£4,400g,best-of-fresh-294566
M&S Biancoli Purple Sprouting Broccoli & Fine Beans,£2.50,200g,best-of-fresh-294566
M&S Select Farms British Oakham 2 Turkey Breast Fillets,£5.25,380g,best-of-fresh-294566
M&S British Roast Turkey 4 Slices,£4,120g,best-of-fresh-294566
M&S Cook Menu Pork Schnitzel with Lemon & Garlic Butter,£6.50,353g,best-of-fresh-294566
Cook With M&S Fresh Bay Leaves,85p,10 per pack,best-of-fresh-294566
M&S Gastropub Two Treacle Slice Desserts by Tom Kerridge,£5.25,150g,best-of-fresh-294566
M&S Cook Menu 2 Honey & Mustard Gammon Steaks,£6.50,381g,best-of-fresh-294566
M&S Swede & Carrot,£1.25,480g,best-of-fresh-294566
M&S Manzanilla Olives & Cheddar Cheese,£4,180g,best-of-fresh-294566
M&S Marinated Tandoori Style King Prawns,£4.75,140g,best-of-fresh-294566
M&S Garlic Stuffed Mushrooms,£3.50,200g,best-of-fresh-294566
M&S Basil & Garlic Marinated Olive Selection,£4,180g,best-of-fresh-294566
M&S Sugar Snap Peas,£1.20,80g,best-of-fresh-294566
M&S Aioli Dip,£1.75,200g,best-of-fresh-294566
M&S Reduced Fat Sour Cream Dip,£1.75,230g,best-of-fresh-294566
M&S British Pork Crackling Straws,£3.65,30g,best-of-fresh-294566
M&S Reduced Fat Egg Mayonnaise Deli Filler,£2.40,220g,best-of-fresh-294566
M&S Italian Nocellara Olives with Pesto,£4,170g,best-of-fresh-294566
M&S Our Best Ever Mac & Cheese for Two,£9,750g,best-of-fresh-294566
M&S Orange Segments,£3.65,350g,best-of-fresh-294566
M&S Bread & Butter Pudding,£4.25,350g,best-of-fresh-294566
Cook With M&S Curly Parsley,85p,25g,best-of-fresh-294566
M&S British Wafer Thin Turkey Breast Slices,£2.75,140g,best-of-fresh-294566
M&S King Prawns with a Sweet Chilli Dip,£2.75,110g,best-of-fresh-294566
M&S Turmeric Cauliflower Florets,£3.90,170g,best-of-fresh-294566
M&S Reduced Fat Tuna & Sweetcorn Deli Filler,£2.40,220g,best-of-fresh-294566
M&S Cook Menu Oriental Style Pork Belly Slices,£6.50,420g,best-of-fresh-294566
M&S Peas & Carrots with Mint Butter,£3,300g,best-of-fresh-294566
M&S Collection Scottish Smoky & Robust Smoked Salmon,£6.25,100g,best-of-fresh-294566
M&S Lemon Cheesecake Slices,£4,2 x 97g,best-of-fresh-294566
M&S Collection Bella Di Cerignola Olives,£4,150g,best-of-fresh-294566
Cook With M&S Hollandaise Sauce,£2.50,180g,best-of-fresh-294566
M&S Honduran Marinated King Prawns,£3.90,140g,best-of-fresh-294566
M&S 2 Thai Style Prawn Fishcakes,£4.50,290g,best-of-fresh-294566
M&S Plant Kitchen Vegan Potato Salad,£2.40,300g,best-of-fresh-294566
M&S Outdoor Bred Dry Cured Marmalade Ham,£3.65,115g,best-of-fresh-294566
M&S 12 Cheese & Onion Rolls,£3.50,300g,best-of-fresh-294566
N/A,£3,180g,best-of-fresh-294566
M&S Tarte au Citron,£5.75,520g,best-of-fresh-294566
M&S BBQ Chicken Drumsticks,£3.75,350g,best-of-fresh-294566
M&S 4 Calabrian Spicy Sausages,£5.50,400g,best-of-fresh-294566
M&S Olive & Antipasti Medley,£4,170g,best-of-fresh-294566
M&S Breaded Jumbo Tiger Prawns,£5.50,156g,best-of-fresh-294566
M&S Plant Kitchen Churros with Chocolate Dip,£4.50,10 per pack,best-of-fresh-294566
M&S British Pea Shoot Stir Fry,£2.50,550g,best-of-fresh-294566
M&S Shortcrust Morello Cherry Pie,£4.50,540g,best-of-fresh-294566
M&S 2 Triple Chocolate Cheesecake Slices,£4,2 x 92g,best-of-fresh-294566
M&S Collection Unsmoked Streaky Bacon,£4,180g,best-of-fresh-294566
M&S Cooked Crayfish Tails,£5.50,120g,best-of-fresh-294566
M&S Collection 6 Honey & Mustard Pork Sausages,£4,400g,best-of-fresh-294566
M&S Gut Health Rhubarb & Cherry Live Yogurt,£2.40,4 x 125g,best-of-fresh-294566
M&S Mixed Pepper Stir Fry,£2.75,550g,best-of-fresh-294566
M&S Collection Master Grill 4 Pork Sausages,£5.50,400g,best-of-fresh-294566
M&S Organic Beef Roasting Joint,£15.20,Typically: 1.1kg,best-of-fresh-294566
M&S Brown Crab & Prawn Cocktail,£5.50,200g,best-of-fresh-294566
M&S Gut Health Mango & Peach & Strawberry Yogurt,£2.40,4 x 125g,best-of-fresh-294566
M&S Sliced Stuffed Chicken Breast,£2.75,100g,best-of-fresh-294566
M&S Cherry & Pistachio Frangipane,£5,350g,best-of-fresh-294566
Cook With M&S Asian Style Salmon Fillets,£9,445g,best-of-fresh-294566
M&S Morello Cherry and Almond Tart,£5.75,400g,best-of-fresh-294566
M&S Belgian Chocolate Tart,£5.25,500g,best-of-fresh-294566
M&S Dinky Red Pepper & Feta Bites,£3.75,96g,best-of-fresh-294566
M&S 2 Albacore Tuna Steaks,£6.25,200g,best-of-fresh-294566
M&S 2 Loaded Jaffa Cheesecake Wedges,£4,200g,best-of-fresh-294566
M&S German Salami & Smoked Cheese Selection,£3,120g,best-of-fresh-294566
M&S Large Fresh Fruit Selection,£9.60,2.5kg,best-of-fresh-294566
M&S Sticky Toffee Pudding,£5.50,400g,best-of-fresh-294566
M&S Organic Whole Milk 4 Pints,£2.10,2.272L,best-of-fresh-294566
M&S Kale,£2.50,250g,best-of-fresh-294566
"M&S Pork, Sage & Onion Stuffing",£4,340g,best-of-fresh-294566
M&S Cottage Cheese with Onion & Chives,£1.60,300g,best-of-fresh-294566
M&S Scottish Mackerel Fillets in Spicy Tomato Sauce,£1.10,125g,best-of-fresh-294566
M&S King Sorrento Lemons,£2.20,2 per pack,best-of-fresh-294566
M&S 4 King Tangerines,£2.50,4 per pack,best-of-fresh-294566
M&S Salted Jersey Butter,£2.65,250g,best-of-fresh-294566
M&S Heritage Gold Pork Crackling Loin Joint,£12.50,1.4kg,best-of-fresh-294566
M&S Heritage Gold 4 Pork Loin Steaks,£5.50,500g,best-of-fresh-294566
M&S Heritage Gold Pork Shoulder Joint,£11.50,Typically: 2kg,best-of-fresh-294566
M&S Heritage Gold 2 British Outdoor Bred Pepper Crusted Pork Loin Steaks,£5,300g,best-of-fresh-294566
M&S Green Herby Feta Dip,£3,170g,best-of-fresh-294566
M&S French Torchon Ham,£4,160g,best-of-fresh-294566
M&S Mini Meringues,£1.70,52g,best-of-fresh-294566
M&S Collection Unsmoked Crackling Gammon Joint,£16,1kg,best-of-fresh-294566
M&S Collection Hand Salted Farmhouse Goat's Butter,£3.75,250g,best-of-fresh-294566
M&S Select Farms Venison Loin Steak with Red Wine Sauce,£10,220g,best-of-fresh-294566
M&S Plant Kitchen Chocolate Oat Drink,£2.10,1L,best-of-fresh-294566
M&S British Coronation Chicken,£3.75,180g,best-of-fresh-294566
M&S Jersey Royal New Potatoes,£3.50,400g,best-of-fresh-294566
M&S Organic Blueberries,£3,150g,best-of-fresh-294566
M&S Sticky Toffee Pudding Trifle,£15,1.01kg,best-of-fresh-294566
M&S Whole Cucumber,90p,,best-of-fresh-294566
M&S Salad Onions,£1,,best-of-fresh-294566
M&S Select Farms British Semi Skimmed Milk 4 Pints,£1.45,2.272L,best-of-fresh-294566
M&S Strawberries,£3.90,400g,best-of-fresh-294566
M&S British White Mushrooms,£1,300g,best-of-fresh-294566
M&S Rainforest Alliance Small Bananas,£1,5 per pack,best-of-fresh-294566
M&S Organic Semi-Skimmed Milk 4 Pints,£2.25,2.272L,best-of-fresh-294566
M&S Iceberg Lettuce,90p,,best-of-fresh-294566
M&S Sweet & Crunchy Carrots,70p,1kg,best-of-fresh-294566
M&S Baby Cucumbers,£1.25,200g,best-of-fresh-294566
M&S Pink Lady Apples,£2.75,4 per pack,best-of-fresh-294566
M&S Red Peppers,£1.55,2 per pack,best-of-fresh-294566
M&S Select Farms British Semi Skimmed Milk 2 Pints,£1.20,1.136L,best-of-fresh-294566
M&S Whole Celery,75p,,best-of-fresh-294566
M&S Organic Carrots,£1.15,550g,best-of-fresh-294566
M&S British Salted Butter,£2,250g,best-of-fresh-294566
M&S Seedless White Grapes,£2.40,500g,best-of-fresh-294566
M&S Authentic Greek Yoghurt 10% Fat,£2.30,500g,best-of-fresh-294566
M&S 4 Baking Potatoes,£1.60,4 per pack,best-of-fresh-294566
M&S Piccolo Vine Tomatoes,£2.75,220g,best-of-fresh-294566
M&S Piccolo Vine Tomatoes,£4,360g,best-of-fresh-294566
M&S Tenderstem Broccoli,£1.20,80g,best-of-fresh-294566
M&S Broccoli,70p,300g,best-of-fresh-294566
M&S Conference Pears Perfectly Ripe,£2.50,4 per pack,best-of-fresh-294566
M&S Tenderstem Broccoli Tips,£1.25,125g,best-of-fresh-294566
M&S Free Range Large Eggs,£4,12 per pack,best-of-fresh-294566
M&S Select Farms British Whole Milk 4 Pints,£1.45,2.272L,best-of-fresh-294566
M&S Oakham Gold Chicken Breast Fillets,£10.50,1kg,best-of-fresh-294566
M&S Grated Cheddar & Mozzarella,£2.90,250g,best-of-fresh-294566
M&S Brown Cooking Onions,£1.40,3 per pack,best-of-fresh-294566
M&S Organic Cucumber,£1.55,,best-of-fresh-294566
M&S Santini Tomatoes,£2.75,340g,best-of-fresh-294566
M&S Cherry Tomatoes,£1.20,350g,best-of-fresh-294566
M&S Seedless Mixed Grapes,£2.60,500g,best-of-fresh-294566
M&S Traditional Coleslaw,£1.30,300g,best-of-fresh-294566
M&S Organic Carrots,£1.90,1kg,best-of-fresh-294566
M&S Baby New Potatoes,£1.75,750g,best-of-fresh-294566
M&S British Soured Cream,£1.20,300g,best-of-fresh-294566
